,,,June 2014,,,,,,,,,,,,,,June 2014,,,,,,,,,,,,,,June 2014,,,,,,,,,,,
328,"AYUTI, QUEZON",4-A,0.0,0.0,3.2,1.2,0.0,3.8,25.8,7.4,2.4,1.6,45.4,328,"AYUTI, QUEZON","4-A",4.0,0.0,0.0,0.4,1.0,0.0,18.6,9.6,51.8,0.0,85.4,328,"AYUTI, QUEZON","4-A",83.0,66.6,0.2,0.0,0.2,8.2,0.2,0.0,59.8,1.2,219.4,350.2
865,"ILAGAN, ISABELA",2,0.0,10.0,0.2,0.0,0.0,19.8,0.2,5.8,0.0,0.0,36,865,"ILAGAN, ISABELA","2",0.0,0.0,0.0,0.0,0.0,2.2,0.0,30.6,10.0,0.0,42.8,865,"ILAGAN, ISABELA","2",22.2,0.0,0.0,0.0,3.8,16.0,0.2,0.0,2.6,0.2,45,123.8
934,"KAPATAGAN, LANAO DEL SUR",ARMM,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,934,"KAPATAGAN, LANAO DEL SUR","ARMM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,934,"KAPATAGAN, LANAO DEL SUR","ARMM",2.0,7.0,9.2,20.8,1.4,25.0,0.0,4.6,0.0,320.4,390.4,391
370,"SAN FRANCISCO, SURIGAO DEL NORTE",13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,370,"SAN FRANCISCO, SURIGAO DEL NORTE","13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
358,"DUMINGAG, ZAMBOANGA DEL SUR",9,0.0,1.8,26.4,0.8,13.8,0.0,0.0,8.6,7.0,40.0,98.4,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",3.0,0.0,5.2,1.2,22.4,51.4,53.4,1.4,2.2,18.2,158.4,358,"DUMINGAG, ZAMBOANGA DEL SUR","9",0.0,0.0,0.0,0.0,3.4,8.0,45.2,0.6,27.0,0.6,84.8,341.6
338,"STA. BARBARA - PANGASINAN, PANGASINAN",1,0.0,0.0,11.8,1.2,0.0,0.0,54.2,16.6,20.0,3.0,106.8,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",47.6,13.2,9.8,45.0,0.8,0.0,0.2,65.0,3.2,1.6,186.4,338,"STA. BARBARA - PANGASINAN, PANGASINAN","1",4.0,1.6,20.8,0.0,0.0,1.8,0.2,27.4,0.0,2.0,57.8,351
353,"MALITBOG, SOUTHERN LEYTE",8,0.0,0.0,1.0,18.2,0.0,6.6,0.0,0.0,0.6,20.4,46.8,353,"MALITBOG, SOUTHERN LEYTE","8",0.8,43.0,1.4,0.0,0.0,0.0,18.6,2.0,0.2,0.0,66,353,"MALITBOG, SOUTHERN LEYTE","8",6.0,0.0,0.0,1.6,29.8,8.2,0.0,0.0,5.2,18.6,69.4,182.2
333,"BUCAY, ABRA",CAR,0.2,0.0,0.0,2.0,21.4,8.6,43.6,0.6,17.6,3.0,97,333,"BUCAY, ABRA","CAR",16.8,7.2,1.8,0.0,0.0,0.6,1.4,10.2,5.2,2.6,45.8,333,"BUCAY, ABRA","CAR",1.0,7.2,0.2,0.0,0.2,40.6,2.4,0.0,7.4,2.6,61.6,204.4
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,4.0,59.6,9.6,0.6,68.6,5.2,0.2,,,,147.8,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",,,,,,,,,,,,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",,,,0.0,0.0,31.2,,0.0,27.2,0.6,59,206.8
365,"BANAYBANAY, DAVAO ORIENTAL",11,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2,365,"BANAYBANAY, DAVAO ORIENTAL","11",12.4,0.0,4.8,23.8,0.0,26.2,25.2,0.6,15.6,8.6,117.2,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.8,0.4,10.0,0.4,19.8,0.0,1.4,24.2,8.4,0.4,65.8,185
867,"DANGCAGAN, BUKIDNON",10,4.0,41.4,28.2,20.4,2.4,27.0,54.4,16.0,45.0,0.4,239.2,867,"DANGCAGAN, BUKIDNON","10",42.2,30.3,32.6,22.2,12.6,29.2,11.0,0.2,38.6,7.6,226.5,867,"DANGCAGAN, BUKIDNON","10",0.6,0.0,0.0,7.6,9.6,0.0,0.0,11.0,7.4,30.6,66.8,532.5
319,"NAIC CAMPUS, CAVITE",4-A,,,,,,,,,,,,319,"NAIC CAMPUS, CAVITE","4-A",,,0.0,0.2,0.0,0.6,10.0,31.2,6.0,2.8,50.8,319,"NAIC CAMPUS, CAVITE","4-A",1.0,0.2,0.2,0.0,0.0,38.6,8.0,0.2,12.0,12.2,72.4,123.2
502,"BAGABAG, NUEVA VIZCAYA",2,0.0,4.6,1.6,0.0,0.0,16.0,6.2,0.0,0.0,0.0,28.4,502,"BAGABAG, NUEVA VIZCAYA","2",4.4,3.8,0.4,2.4,0.0,0.2,1.8,0.0,5.6,0.2,18.8,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,15.8,14.8,16.2,21.0,0.2,3.2,3.0,74.2,121.4
920,"GUIMBA, NUEVA ECIJA",3,,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,2.4,0.0,0.0,8.8,0.2,0.0,0.8,24.0,36.2,36.2
381,"ARAKAN, COTABATO",12,24.4,0.6,97.6,0.2,0.0,12.6,12.6,0.0,2.4,14.8,165.2,381,"ARAKAN, COTABATO","12",1.6,35.6,4.0,57.8,0.2,2.0,9.8,0.0,0.0,6.4,117.4,381,"ARAKAN, COTABATO","12",0.6,0.8,0.0,25.2,9.0,0.0,0.0,2.8,27.8,8.8,75,357.6
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,1.8,20.4,0.0,17.8,3.8,28.6,4.8,77.2,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",31.2,20.0,0.4,0.0,3.2,31.2,0.0,88.6,3.4,0.0,178,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.8,13.2,9.2,6.4,0.0,10.0,32.4,72,327.2
897,"ABUYUG, LEYTE",8,0.0,18.3,12.2,0.0,6.1,0.6,0.0,0.0,0.2,0.0,37.4,897,"ABUYUG, LEYTE","8",0.2,1.8,8.2,5.8,4.8,0.0,,,,,20.8,897,"ABUYUG, LEYTE","8",,,,0.0,17.0,0.0,0.0,0.0,13.0,22.8,52.8,111
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,0.2,16.2,65.4,10.0,0.2,126.8,0.2,0.2,3.2,5.2,227.6,882,"KIDAPAWAN, COTABATO","12",26.2,14.0,14.4,32.2,39.8,19.4,9.6,0.2,0.0,21.0,176.8,882,"KIDAPAWAN, COTABATO","12",5.0,0.2,0.0,0.2,9.8,0.0,0.0,12.6,36.4,14.8,79,483.4
336,"BALBALAN, KALINGA",CAR,42.8,7.0,8.4,1.4,24.2,4.4,1.2,22.0,0.0,6.2,117.6,336,"BALBALAN, KALINGA","CAR",4.4,0.6,0.0,3.0,0.4,1.4,0.2,69.4,0.6,1.4,81.4,336,"BALBALAN, KALINGA","CAR",0.0,0.0,0.0,2.4,16.2,11.0,30.4,15.4,2.6,0.8,78.8,277.8
345,"CASTILLA, SORSOGON",5,0.0,4.4,0.2,0.0,63.0,26.4,0.0,1.2,0.0,6.0,101.2,345,"CASTILLA, SORSOGON","5",0.0,0.0,3.8,0.0,0.0,0.0,0.0,10.2,9.0,1.2,24.2,345,"CASTILLA, SORSOGON","5",0.2,7.2,0.0,0.0,54.8,32.4,2.4,0.2,10.8,2.8,110.8,236.2
364,"MARAGUSAN, COMPOSTELA VALLEY",11,8.0,38.6,23.4,0.0,2.2,0.6,33.6,26.6,3.4,0.0,136.4,364,"MARAGUSAN, COMPOSTELA VALLEY","11",10.8,17.8,2.8,0.2,0.0,2.8,13.2,2.4,0.0,12.4,62.4,364,"MARAGUSAN, COMPOSTELA VALLEY","11",12.8,13.6,4.2,0.2,22.6,0.0,0.0,0.6,2.4,6.6,63,261.8
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,0.0,0.0,0.0,1.0,2.4,0.0,0.0,0.0,0.0,3.4,887,"CANTILAN, SURIGAO DEL SUR","13",9.4,0.0,0.0,0.0,59.0,0.8,0.0,4.8,0.0,2.6,76.6,887,"CANTILAN, SURIGAO DEL SUR","13",0.4,8.0,0.0,9.6,1.6,0.0,0.0,0.0,4.2,0.2,24,104
347,"PANDAN, CATANDUANES",5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,347,"PANDAN, CATANDUANES","5",0.0,0.0,26.2,2.6,0.0,3.2,17.0,39.2,0.0,0.0,88.2,347,"PANDAN, CATANDUANES","5",,,,0.0,19.2,30.4,0.2,0.0,0.0,10.6,60.4,148.8
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,,,,,,,,,,,,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,,,,,,,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",,,,,,,,,,,,
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,2.8,15.4,0.0,50.8,10.8,16.4,12.8,109,337,"SUDIPEN, LA UNION","1",35.4,7.2,2.2,0.0,0.0,0.2,1.6,124.4,116.8,0.2,288,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,16.2,13.0,1.4,0.0,0.0,22.0,52.6,449.6
1103,"ABUCAY, BATAAN",3,0.2,0.0,0.0,3.2,0.0,0.2,0.6,4.6,82.2,26.0,117,1103,"ABUCAY, BATAAN","3",63.8,89.4,27.6,12.4,1.6,0.0,27.8,5.6,18.0,7.6,253.8,1103,"ABUCAY, BATAAN","3",,,,0.0,0.6,6.6,19.4,8.8,0.8,27.4,63.6,434.4
362,"CATEEL, DAVAO ORIENTAL",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,362,"CATEEL, DAVAO ORIENTAL","11",0.0,9.0,4.6,1.2,0.6,2.0,0.8,0.0,0.2,24.4,42.8,362,"CATEEL, DAVAO ORIENTAL","11",0.2,0.0,0.8,6.4,0.2,0.0,0.0,9.6,11.0,3.0,31.2,74.2
326,"LEMERY, BATANGAS",4-A,,,,,0.0,0.0,0.0,,,0.0,0,326,"LEMERY, BATANGAS","4-A",8.0,11.2,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,36.2,326,"LEMERY, BATANGAS","4-A",0.0,0.0,6.4,0.0,0.0,37.6,1.0,0.2,,,45.2,81.4
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",29.4,10.8,17.6,0.2,0.0,23.6,120.6,14.4,89.2,23.0,328.8,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",,,,0.0,0.2,71.4,10.0,7.4,6.8,6.4,102.2,444
