,,,September 2016,,,,,,,,,,,,,,September 2016,,,,,,,,,,,,,,September 2016,,,,,,,,,,,
1080,"SABLAYAN, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,4.2,0.0,0.2,0.0,6.8,29.8,6.2,47.2,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",120.0,15.6,,,,,,,,,135.6,1080,"SABLAYAN, OCCIDENTAL MINDORO","4-B",0.2,0.0,,0.0,0.0,,0.0,0.2,,,0.4,183.2
365,"BANAYBANAY, DAVAO ORIENTAL",11,19.0,0.0,0.0,6.0,3.0,1.6,1.8,0.0,1.0,20.8,53.2,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,0.0,18.4,0.0,0.0,0.4,0.0,5.0,0.0,0.4,24.2,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,0.0,9.6,7.2,0.0,0.6,0.2,23.2,17.2,0.0,58,135.4
867,"DANGCAGAN, BUKIDNON",10,,,,,,,,,,,,867,"DANGCAGAN, BUKIDNON","10",,,,,,,,,,,,867,"DANGCAGAN, BUKIDNON","10",0.0,39.2,19.2,0.2,0.0,0.0,0.0,10.2,2.4,16.0,87.2,87.2
319,"NAIC CAMPUS, CAVITE",4-A,0.0,0.0,0.4,37.8,0.0,0.6,12.8,1.2,0.6,10.2,63.6,319,"NAIC CAMPUS, CAVITE","4-A",15.0,203.4,12.2,1.6,8.1,5.5,0.0,0.0,2.6,1.2,249.6,319,"NAIC CAMPUS, CAVITE","4-A",14.2,0.0,0.4,0.0,6.0,0.6,27.4,4.8,11.3,17.7,82.4,395.6
502,"BAGABAG, NUEVA VIZCAYA",2,0.0,0.0,0.0,1.0,0.0,53.6,3.0,12.0,0.0,0.2,69.8,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,2.2,0.0,0.0,0.0,4.4,0.0,25.2,40.4,0.0,72.2,502,"BAGABAG, NUEVA VIZCAYA","2",9.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,50.0,22.6,81.9,223.9
920,"GUIMBA, NUEVA ECIJA",3,2.4,24.6,3.2,0.4,4.4,0.4,0.0,16.0,1.0,0.0,52.4,920,"GUIMBA, NUEVA ECIJA","3",0.0,11.2,1.8,16.2,0.0,0.0,0.8,6.6,0.0,0.0,36.6,920,"GUIMBA, NUEVA ECIJA","3",0.0,0.0,4.8,10.6,1.8,22.2,0.8,1.2,1.0,0.0,42.4,131.4
381,"ARAKAN, COTABATO",12,74.0,33.0,7.2,1.6,0.6,1.8,17.4,5.4,0.0,0.6,141.6,381,"ARAKAN, COTABATO","12",0.0,0.0,1.4,7.6,0.0,0.0,0.0,1.8,3.0,0.2,14,381,"ARAKAN, COTABATO","12",0.0,20.2,7.8,3.2,3.0,7.6,19.8,36.6,19.6,1.0,118.8,274.4
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,,,,,,,,,,,,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",,,,,,,,,,,,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",,,,,,,93.2,291.2,351.4,250.6,986.4,986.4
897,"ABUYUG, LEYTE",8,0.0,0.0,0.0,25.2,16.4,15.4,74.4,5.8,3.2,0.2,140.6,897,"ABUYUG, LEYTE","8",0.0,0.4,0.0,0.0,0.0,0.0,0.6,9.8,8.0,6.2,25,897,"ABUYUG, LEYTE","8",2.0,0.0,1.2,6.4,1.4,3.2,0.2,7.8,0.0,0.0,22.2,187.8
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,16.2,0.0,0.8,0.0,0.0,8.0,7.8,0.0,0.0,26.8,59.6,882,"KIDAPAWAN, COTABATO","12",0.0,0.0,1.0,1.8,0.0,0.0,0.0,11.0,0.6,1.8,16.2,882,"KIDAPAWAN, COTABATO","12",19.8,0.0,5.0,14.2,0.0,0.0,,,,,39,114.8
336,"BALBALAN, KALINGA",CAR,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,1.8,2.4,336,"BALBALAN, KALINGA","CAR",0.0,6.8,,0.0,0.0,,47.4,,16.6,,70.8,336,"BALBALAN, KALINGA","CAR",15.0,,0.0,0.0,,0.0,0.0,,2.0,22.6,39.6,112.8
345,"CASTILLA, SORSOGON",5,0.0,0.0,0.0,0.0,0.0,0.2,14.8,5.0,6.4,0.2,26.6,345,"CASTILLA, SORSOGON","5",21.0,0.0,0.0,0.0,0.6,1.0,1.8,0.0,0.0,1.0,25.4,345,"CASTILLA, SORSOGON","5",0.0,29.6,0.2,0.4,12.2,15.0,0.0,22.4,12.6,0.2,92.6,144.6
364,"MARAGUSAN, COMPOSTELA VALLEY",11,42.0,43.4,0.0,59.2,32.6,,,,1.6,2.4,181.2,364,"MARAGUSAN, COMPOSTELA VALLEY","11",9.0,0.0,10.6,10.4,12.2,3.4,1.6,10.8,1.4,0.4,59.8,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,5.8,4.6,16.0,0.0,0.0,0.0,14.6,0.4,1.4,42.8,283.8
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
347,"PANDAN, CATANDUANES",5,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.0,2.6,0.0,10.8,347,"PANDAN, CATANDUANES","5",0.2,0.8,0.0,1.6,0.0,0.0,0.0,0.0,0.6,0.0,3.2,347,"PANDAN, CATANDUANES","5",5.2,3.2,3.6,4.2,25.4,0.0,12.6,2.6,4.0,0.0,60.8,74.8
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,0.0,1.4,0.0,0.0,1.2,1.6,0.0,0.0,1.4,5.6,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,2.8,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,4.2,0.0,5.8,8.6,0.4,1.6,0.0,4.2,0.0,24.8,33.2
337,"SUDIPEN, LA UNION",1,1.6,5.4,16.4,5.2,17.4,0.0,1.4,1.0,0.0,0.0,48.4,337,"SUDIPEN, LA UNION","1",4.6,5.8,41.8,25.6,2.2,0.2,9.0,0.0,33.8,0.4,123.4,337,"SUDIPEN, LA UNION","1",0.4,5.0,0.0,0.0,0.0,2.2,11.0,0.0,0.0,15.4,34,205.8
1103,"ABUCAY, BATAAN",3,,,,,,0.0,,,,,0,1103,"ABUCAY, BATAAN","3",0.0,,0.0,,,,,,,,0,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,0
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,0.0,0.0,0.0,0.0,4.7,0.0,3.0,7.0,1.2,15.9,326,"LEMERY, BATANGAS","4-A",0.0,3.4,27.2,11.4,0.0,0.0,0.0,0.0,2.4,7.0,51.4,326,"LEMERY, BATANGAS","4-A",0.2,0.0,0.0,0.0,4.6,0.0,12.0,18.6,6.4,16.2,58,125.3
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.6,9.0,0.0,17.2,2.2,20.8,31.2,4.4,85.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.4,0.0,7.8,11.0,33.2,13.8,4.8,6.8,0.0,0.2,78,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,1.0,0.6,53.6,34.4,23.4,20.2,6.0,0.0,139.2,302.6
