,,,February 2017,,,,,,,,,,,,,,February 2017,,,,,,,,,,,,,,February 2017,,,,,,,,,
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,
882,"KIDAPAWAN, COTABATO",12,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.2,21.4,882,"KIDAPAWAN, COTABATO","12",0.0,0.0,0.0,0.0,52.6,0.8,0.0,3.4,0.0,26.2,83,882,"KIDAPAWAN, COTABATO","12",0.0,0.0,49.6,0.8,0.4,5.2,0.2,0.0,56.2,160.6
336,"BALBALAN, KALINGA",CAR,22.2,,,0.0,,1.4,,0.4,,,24,336,"BALBALAN, KALINGA","CAR",,3.6,,,1.0,,0.0,,,2.4,7,336,"BALBALAN, KALINGA","CAR",,0.0,,,1.0,,2.2,,3.2,34.2
345,"CASTILLA, SORSOGON",5,1.0,6.0,0.0,1.2,3.0,0.2,0.6,0.0,0.0,3.0,15,345,"CASTILLA, SORSOGON","5",1.8,0.8,0.0,1.8,0.2,1.4,0.2,5.4,0.0,0.0,11.6,345,"CASTILLA, SORSOGON","5",1.2,1.0,3.4,0.0,0.0,0.0,0.0,3.0,8.6,35.2
364,"MARAGUSAN, COMPOSTELA VALLEY",11,33.4,0.0,4.6,0.0,2.6,0.0,0.0,,,0.0,40.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",6.2,0.0,0.0,0.2,167.2,4.4,6.6,0.0,,,184.6,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.8,0.6,65.0,0.0,10.8,16.2,2.2,1.8,97.4,322.6
887,"CANTILAN, SURIGAO DEL SUR",13,,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,
347,"PANDAN, CATANDUANES",5,9.4,12.2,7.0,0.0,2.4,1.6,1.0,0.0,0.0,6.4,40,347,"PANDAN, CATANDUANES","5",2.8,0.4,2.2,1.8,3.6,3.2,15.4,28.8,2.4,1.2,61.8,347,"PANDAN, CATANDUANES","5",3.6,4.2,23.8,23.4,0.8,0.2,2.4,13.8,72.2,174
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.4,0.0,17.8,1.8,0.2,0.0,0.0,0.0,0.0,0.6,20.8,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",5.4,2.2,0.0,0.6,3.4,4.6,3.4,0.0,0.0,0.4,20,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,2.8,5.8,0.2,0.0,1.0,1.6,0.2,11.6,52.4
337,"SUDIPEN, LA UNION",1,4.8,0.0,1.2,0.0,2.8,0.0,0.0,0.0,0.0,0.0,8.8,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,4.9,0.0,4.9,0.0,0.0,9.8,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.8,19.4
1103,"ABUCAY, BATAAN",3,,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,,,1103,"ABUCAY, BATAAN","3",,,,,,,,,,
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.8,1.8
