,,,April 2018,,,,,,,,,,,,,,April 2018,,,,,,,,,,,,,,April 2018,,,,,,,,,,,
365,"BANAYBANAY, DAVAO ORIENTAL",11,0.0,3.8,5.4,3.8,9.8,0.0,0.0,0.0,0.0,0.0,22.8,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,0.0,12.4,5.8,17.2,0.6,0.6,1.0,0.8,0.0,38.4,365,"BANAYBANAY, DAVAO ORIENTAL","11",0.0,0.0,0.2,0.0,12.0,1.8,0.0,0.0,0.0,3.8,17.8,79
867,"DANGCAGAN, BUKIDNON",10,0.0,0.0,17.2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,29.6,867,"DANGCAGAN, BUKIDNON","10",0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,867,"DANGCAGAN, BUKIDNON","10",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.4
319,"NAIC CAMPUS, CAVITE",4-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,319,"NAIC CAMPUS, CAVITE","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,319,"NAIC CAMPUS, CAVITE","4-A",0.0,0.0,0.0,2.6,0.2,0.0,0.0,0.0,0.0,0.0,2.8,2.8
502,"BAGABAG, NUEVA VIZCAYA",2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,502,"BAGABAG, NUEVA VIZCAYA","2",0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4
920,"GUIMBA, NUEVA ECIJA",3,,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,,,,,,,920,"GUIMBA, NUEVA ECIJA","3",,,,,,0.0,0.0,0.0,0.0,,0,0
381,"ARAKAN, COTABATO",12,,,,,0.0,0.0,,0.0,0.0,0.0,0,381,"ARAKAN, COTABATO","12",1.4,0.0,0.0,0.0,0.2,0.2,18.8,8.0,1.6,5.6,35.8,381,"ARAKAN, COTABATO","12",0.0,0.0,0.0,0.0,1.0,0.4,0.0,,,,1.4,37.2
341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,341,"STA. MARIA - ILOCOS SUR, ILOCOS SUR","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0
897,"ABUYUG, LEYTE",8,0.0,0.0,0.0,17.8,0.0,0.0,,0.0,6.6,15.6,40,897,"ABUYUG, LEYTE","8",49.6,1.2,29.4,6.8,0.0,0.0,0.0,23.8,4.2,51.4,166.4,897,"ABUYUG, LEYTE","8",11.0,3.8,6.8,0.0,4.0,38.0,2.2,,0.0,11.8,77.6,284
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,,,,,,,,,,,334,"BARLIG, MOUNTAIN PROVINCE","CAR",,,,,,,,,,0.0,0,334,"BARLIG, MOUNTAIN PROVINCE","CAR",4.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,5.8,5.8
882,"KIDAPAWAN, COTABATO",12,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.6,882,"KIDAPAWAN, COTABATO","12",0.4,0.0,0.0,0.0,1.2,0.4,0.0,2.6,13.4,13.6,31.6,882,"KIDAPAWAN, COTABATO","12",0.0,0.0,0.0,0.0,0.0,0.2,0.0,,,,0.2,32.4
336,"BALBALAN, KALINGA",CAR,,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,,,,,,,,336,"BALBALAN, KALINGA","CAR",,,,,0.0,13.8,,,,0.2,14,14
345,"CASTILLA, SORSOGON",5,,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,345,"CASTILLA, SORSOGON","5",,,,,,,,,,,,
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,,,,,,,,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",,,0.0,99.8,177.8,24.6,73.8,84.2,172.2,58.6,691,691
887,"CANTILAN, SURIGAO DEL SUR",13,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,11.0,0.0,16.2,887,"CANTILAN, SURIGAO DEL SUR","13",4.2,0.2,0.0,0.4,0.0,4.6,,,,,9.4,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,,,,,,,,25.6
347,"PANDAN, CATANDUANES",5,0.6,0.0,7.2,0.0,1.0,1.4,,0.8,16.4,20.6,48,347,"PANDAN, CATANDUANES","5",3.0,2.2,2.8,0.0,0.4,0.4,0.0,0.0,5.2,9.0,23,347,"PANDAN, CATANDUANES","5",0.2,3.6,0.2,0.0,0.0,0.6,8.8,,0.0,4.0,17.4,88.4
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
337,"SUDIPEN, LA UNION",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,337,"SUDIPEN, LA UNION","1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0
1103,"ABUCAY, BATAAN",3,0.0,0.4,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1103,"ABUCAY, BATAAN","3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,26.8
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,,,,,,
326,"LEMERY, BATANGAS",4-A,0.4,0.0,0.2,0.4,0.0,0.0,,0.0,0.0,0.0,1,326,"LEMERY, BATANGAS","4-A",0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,326,"LEMERY, BATANGAS","4-A",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,17.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",0.0,0.0,0.0,0.0,0.4,13.4,0.0,,0.0,0.0,13.8,47.8
